Flight,Acc,Acc,Acc,GPS,GPS,GPS,GPS,GPS,GPS,GPS,GPS,GPS,GPS,GPS,GPS,,,,TelemPro,LineOfSight,DownLink
17.00,-1.082031,203.00,6867.00,6212.00,8291.00,238.30,0.220,170.00,167.00,284,44.49,35.34883333,-117.81731833,11,6,22,48,12.20,339996,6788,-69
17.20,-1.082031,196.00,6907.00,6246.00,8325.00,233.36,0.215,163.00,167.00,284,45.69,35.34885667,-117.81742833,11,6,22,48,12.40,340016,6833,-68
17.40,-1.082031,189.00,6946.00,6278.00,8357.00,229.21,0.211,157.00,167.00,284,46.77,35.34887833,-117.81753667,11,6,22,48,12.60,340036,6876,-68
17.60,-1.082031,183.00,6983.00,6309.00,8388.00,223.73,0.206,150.00,166.00,284,47.90,35.34890167,-117.81764500,11,6,22,48,12.80,340056,6918,-67
17.80,-1.082031,176.00,7019.00,6338.00,8417.00,219.10,0.202,143.00,166.00,284,49.26,35.34892333,-117.81775167,11,6,22,48,13.00,340076,6958,-67
18.00,-1.023438,169.00,7054.00,6367.00,8446.00,214.60,0.198,136.00,166.00,284,50.67,35.34894667,-117.81786000,11,6,22,48,13.20,340096,6998,-67
18.20,-1.082031,162.00,7087.00,6393.00,8472.00,210.85,0.195,130.00,166.00,284,51.93,35.34896833,-117.81796833,11,6,22,48,13.40,340116,7035,-65
18.40,-1.023438,155.00,7119.00,6419.00,8498.00,205.80,0.190,123.00,165.00,284,53.30,35.34899000,-117.81807500,11,6,22,48,13.60,340136,7072,-65
18.60,-1.082031,148.00,7149.00,6443.00,8522.00,201.70,0.186,116.00,165.00,284,54.89,35.34901333,-117.81818333,11,6,22,48,13.80,340156,7108,-67
18.80,-1.082031,142.00,7178.00,6465.00,8544.00,198.31,0.183,110.00,165.00,284,56.31,35.34903500,-117.81829000,11,6,22,48,14.00,340176,7142,-67
19.00,-1.023438,135.00,7206.00,6487.00,8566.00,195.04,0.180,104.00,165.00,284,57.78,35.34905667,-117.81839833,11,6,22,48,14.20,340196,7176,-67
19.21,-1.082031,128.00,7234.00,6507.00,8586.00,190.54,0.176,97.00,164.00,284,59.40,35.34907833,-117.81850500,11,6,22,48,14.40,340217,7207,-69
19.40,-1.082031,121.00,7257.00,6526.00,8605.00,187.56,0.173,91.00,164.00,284,60.98,35.34910000,-117.81861333,11,6,22,48,14.60,340236,7239,-68
19.60,-1.023438,115.00,7281.00,6543.00,8622.00,184.26,0.170,84.00,164.00,284,62.88,35.34912000,-117.81872000,11,6,22,48,14.80,340256,7268,-65
19.80,-1.082031,108.00,7304.00,6560.00,8639.00,181.60,0.168,78.00,164.00,284,64.56,35.34914167,-117.81882667,11,6,22,48,15.00,340276,7298,-65
20.00,-1.082031,101.00,7325.00,6575.00,8654.00,177.79,0.164,71.00,163.00,284,66.46,35.34916333,-117.81893333,11,6,22,48,15.20,340296,7325,-65
20.20,-1.082031,94.00,7344.00,6589.00,8668.00,175.48,0.162,65.00,163.00,284,68.26,35.34918333,-117.81903833,11,6,22,48,15.40,340316,7352,-65
20.40,-1.082031,87.00,7362.00,6601.00,8680.00,172.41,0.159,59.00,162.00,284,69.99,35.34920500,-117.81914500,11,6,22,48,15.60,340336,7377,-64
20.60,-1.082031,80.00,7379.00,6612.00,8691.00,170.14,0.157,52.00,162.00,284,72.20,35.34922667,-117.81925000,11,6,22,48,15.80,340356,7401,-65
20.80,-1.082031,73.00,7395.00,6622.00,8701.00,168.40,0.156,46.00,162.00,283,74.15,35.34924667,-117.81935500,11,6,22,48,16.00,340376,7425,-67
21.00,-1.082031,66.00,7409.00,6631.00,8710.00,165.66,0.153,39.00,161.00,283,76.38,35.34926667,-117.81946167,11,6,22,48,16.20,340396,7447,-68
21.20,-1.082031,59.00,7422.00,6638.00,8717.00,164.35,0.152,33.00,161.00,283,78.42,35.34928833,-117.81956500,11,6,22,48,16.40,340416,7468,-66
21.40,-1.140625,53.00,7433.00,6644.00,8723.00,162.10,0.150,26.00,160.00,283,80.77,35.34930833,-117.81967000,11,6,22,48,16.60,340436,7488,-65
21.60,-1.082031,46.00,7443.00,6649.00,8728.00,161.25,0.149,20.00,160.00,283,82.87,35.34932833,-117.81977500,11,6,22,48,16.80,340456,7507,-66
21.80,-1.082031,39.00,7451.00,6652.00,8731.00,160.53,0.148,13.00,160.00,283,85.35,35.34934833,-117.81987833,11,6,22,48,17.00,340476,7524,-67
22.00,-1.082031,32.00,7459.00,6654.00,8733.00,159.15,0.147,7.00,159.00,283,87.48,35.34937000,-117.81998333,11,6,22,48,17.20,340496,7541,-67
22.20,-1.023438,25.00,7465.00,6655.00,8734.00,159.00,0.147,1.00,159.00,283,89.64,35.34939000,-117.82008667,11,6,22,48,17.40,340516,7557,-65
22.40,-1.023438,19.00,7469.00,6655.00,8734.00,159.11,0.147,-6.00,159.00,283,92.16,35.34941000,-117.82019000,11,6,22,48,17.60,340536,7571,-68
22.60,-1.023438,28.00,7473.00,6653.00,8732.00,158.46,0.146,-12.00,158.00,283,94.34,35.34943000,-117.82029333,11,6,22,48,17.80,340556,7585,-66
22.80,-8.679688,9.00,7478.00,6649.00,8728.00,181.22,0.167,-21.00,180.00,284,96.65,35.34945167,-117.82040333,11,6,22,48,18.00,340576,7597,-65
23.00,-6.839844,-43.00,7475.00,6645.00,8724.00,165.47,0.153,-22.00,164.00,284,97.64,35.34947500,-117.82051500,11,6,22,48,18.20,340596,7610,-69
23.20,-2.445312,0.00,7475.00,6641.00,8720.00,119.82,0.111,-14.00,119.00,277,96.71,35.34949000,-117.82060833,11,6,22,48,18.40,340616,7620,-69
23.40,-10.937500,0.00,7475.00,6640.00,8719.00,100.32,0.093,-8.00,100.00,274,94.57,35.34949500,-117.82068000,11,6,22,48,18.60,340636,7630,-66
23.60,-2.804688,0.00,7475.00,6640.00,8719.00,65.12,0.060,4.00,65.00,281,86.48,35.34950167,-117.82073333,11,6,22,48,18.80,340656,7638,-66
24.00,-12.003906,0.00,7475.00,6633.00,8712.00,52.33,0.048,-37.00,37.00,222,135.00,35.34948000,-117.82079833,11,6,22,48,19.20,340696,7640,-69
24.20,-4.882812,0.00,7475.00,6631.00,8710.00,58.82,0.054,-18.00,56.00,224,107.82,35.34946167,-117.82082000,11,6,22,48,19.40,340716,7640,-65
24.40,-6.304688,0.00,7475.00,6634.00,8713.00,44.78,0.041,18.00,41.00,265,66.30,35.34945167,-117.82084667,11,6,22,48,19.60,340736,7646,-76
24.60,-0.843750,0.00,7475.00,6641.00,8720.00,51.62,0.048,27.00,44.00,249,58.47,35.34944667,-117.82087500,11,6,22,48,19.80,340756,7656,-67
24.80,-1.378906,0.00,7475.00,6649.00,8728.00,75.45,0.070,43.00,62.00,268,55.26,35.34944333,-117.82091500,11,6,22,48,20.00,340776,7669,-67
25.01,-3.101562,0.00,7475.00,6655.00,8734.00,80.23,0.074,14.00,79.00,265,79.95,35.34944500,-117.82097000,11,6,22,48,20.20,340797,7682,-63
25.20,-3.218750,0.00,7475.00,-2079.00,0.00,80.23,0.072,14.00,79.00,265,79.95,35.34944000,-117.82102167,0,1,22,48,20.40,340816,7682,-65
25.40,-3.871094,0.00,7475.00,-2079.00,0.00,80.23,0.072,14.00,79.00,265,79.95,35.34943667,-117.82107500,0,1,22,48,20.60,340836,7682,-67
25.60,-1.437500,0.00,7475.00,6636.00,8715.00,101.21,0.094,-62.00,80.00,254,127.78,35.34943167,-117.82118167,11,6,22,48,20.80,340856,7695,-68
25.80,-2.089844,0.00,7475.00,6619.00,8698.00,112.93,0.104,-72.00,87.00,284,129.61,35.34944167,-117.82127833,11,6,22,48,21.00,340876,7695,-64
26.00,-2.507812,0.00,7475.00,6602.00,8681.00,110.45,0.102,-74.00,82.00,287,132.06,35.34947000,-117.82138667,11,6,22,48,21.20,340896,7698,-65
26.20,-2.566406,0.00,7475.00,6583.00,8662.00,119.55,0.110,-87.00,82.00,290,136.69,35.34949333,-117.82148333,11,6,22,48,21.40,340916,7697,-65
26.40,-3.695312,0.00,7475.00,6562.00,8641.00,136.52,0.126,-99.00,94.00,286,136.48,35.34952000,-117.82157500,11,6,22,48,21.60,340936,7694,-78
26.60,-2.210938,0.00,7475.00,6538.00,8617.00,143.54,0.133,-102.00,101.00,274,135.28,35.34953333,-117.82166000,11,6,22,48,21.80,340956,7687,-68
26.80,-4.644531,0.00,7475.00,6518.00,8597.00,133.00,0.123,-91.00,97.00,273,133.17,35.34953500,-117.82173667,11,6,22,48,22.00,340976,7681,-67
27.00,-2.804688,0.00,7475.00,6495.00,8574.00,135.72,0.125,-86.00,105.00,262,129.32,35.34954500,-117.82182667,11,6,22,48,22.20,340996,7676,-66
27.20,-1.972656,0.00,7475.00,6474.00,8553.00,130.30,0.120,-87.00,97.00,252,131.89,35.34953833,-117.82191000,11,6,22,48,22.40,341016,7671,-67
27.40,-2.507812,0.00,7475.00,6453.00,8532.00,121.63,0.112,-85.00,87.00,253,134.33,35.34952833,-117.82198500,11,6,22,48,22.60,341036,7664,-65
27.60,-2.328125,0.00,7475.00,6433.00,8512.00,115.97,0.107,-81.00,83.00,249,134.30,35.34951833,-117.82205333,11,6,22,48,22.80,341056,7657,-66
27.80,-3.515625,0.00,7475.00,6415.00,8494.00,126.73,0.117,-85.00,94.00,247,132.12,35.34950167,-117.82211167,11,6,22,48,23.00,341076,7651,-65
28.00,-3.335938,0.00,7475.00,6397.00,8476.00,122.29,0.113,-77.00,95.00,256,129.03,35.34948833,-117.82217667,11,6,22,48,23.20,341096,7645,-65
28.20,-2.386719,0.00,7475.00,6379.00,8458.00,113.36,0.105,-75.00,85.00,263,131.42,35.34948167,-117.82223833,11,6,22,48,23.40,341116,7639,-63
28.40,-2.089844,0.00,7475.00,6362.00,8441.00,119.50,0.110,-84.00,85.00,266,134.66,35.34948000,-117.82230000,11,6,22,48,23.60,341136,7635,-66
28.60,-2.683594,0.00,7475.00,6340.00,8419.00,131.21,0.121,-104.00,80.00,264,142.43,35.34948000,-117.82236333,11,6,22,48,23.80,341156,7627,-64
28.80,-1.320312,0.00,7475.00,6316.00,8395.00,137.28,0.127,-107.00,86.00,254,141.21,35.34947333,-117.82242667,11,6,22,48,24.00,341176,7617,-66
29.00,-1.792969,0.00,7475.00,6293.00,8372.00,131.02,0.121,-106.00,77.00,259,144.00,35.34946500,-117.82248333,11,6,22,48,24.20,341196,7606,-64
29.20,-3.335938,0.00,7475.00,6272.00,8351.00,124.20,0.115,-99.00,75.00,258,142.85,35.34945833,-117.82253833,11,6,22,48,24.40,341216,7598,-65
29.39,-1.675781,0.00,7475.00,6250.00,8329.00,115.94,0.107,-96.00,65.00,260,145.90,35.34945333,-117.82259000,11,6,22,48,24.60,341235,7588,-66
29.60,-1.320312,0.00,7475.00,6227.00,8306.00,125.67,0.116,-112.00,57.00,265,153.03,35.34945167,-117.82263500,11,6,22,48,24.80,341256,7576,-65
29.80,-3.335938,0.00,7475.00,6202.00,8281.00,128.44,0.118,-117.00,53.00,268,155.63,35.34945167,-117.82267667,11,6,22,48,25.00,341276,7562,-65
30.00,-3.277344,0.00,7475.00,6179.00,8258.00,108.47,0.100,-103.00,34.00,269,161.73,35.34945333,-117.82271167,11,6,22,48,25.20,341296,7549,-66
30.20,-3.218750,0.00,7475.00,6156.00,8235.00,107.20,0.099,-104.00,26.00,250,165.96,35.34945167,-117.82273500,11,6,22,48,25.40,341316,7534,-65
30.40,-3.101562,0.00,7475.00,6133.00,8212.00,121.76,0.112,-115.00,40.00,221,160.82,35.34944167,-117.82275500,11,6,22,48,25.60,341336,7518,-65
30.60,-3.101562,0.00,7475.00,6109.00,8188.00,119.92,0.111,-109.00,50.00,220,155.36,35.34942333,-117.82277667,11,6,22,48,25.80,341356,7502,-64
30.80,-3.039062,0.00,7475.00,6087.00,8166.00,125.54,0.116,-108.00,64.00,216,149.35,35.34940000,-117.82280333,11,6,22,48,26.00,341376,7487,-65
31.00,-3.812500,0.00,7475.00,6063.00,8142.00,138.40,0.128,-115.00,77.00,219,146.20,35.34937000,-117.82283500,10,6,22,48,26.20,341396,7472,-65
31.20,-3.812500,0.00,7475.00,6039.00,8118.00,139.40,0.128,-112.00,83.00,229,143.46,35.34934167,-117.82287333,11,6,22,48,26.40,341416,7457,-68
31.40,-3.871094,0.00,7475.00,6015.00,8094.00,136.40,0.126,-109.00,82.00,243,143.05,35.34931667,-117.82292167,11,6,22,48,26.60,341436,7445,-67
31.60,-4.585938,0.00,7475.00,5993.00,8072.00,126.40,0.116,-101.00,76.00,254,143.04,35.34930167,-117.82297167,11,6,22,48,26.80,341456,7435,-66
31.80,-6.007812,0.00,7475.00,5973.00,8052.00,118.44,0.109,-90.00,77.00,266,139.45,35.34929500,-117.82302167,11,6,22,48,27.00,341476,7427,-66
32.00,-3.515625,0.00,7475.00,5953.00,8032.00,117.64,0.108,-96.00,68.00,283,144.69,35.34930000,-117.82307167,11,6,22,48,27.20,341496,7420,-63
32.20,-2.566406,0.00,7475.00,5932.00,8011.00,111.43,0.103,-104.00,40.00,283,158.96,35.34930667,-117.82310833,11,6,22,48,27.40,341516,7410,-64
32.40,-1.554688,0.00,7475.00,5911.00,7990.00,104.36,0.096,-99.00,33.00,276,161.57,35.34931167,-117.82313500,11,6,22,48,27.60,341536,7398,-65
32.60,-2.625000,0.00,7475.00,5889.00,7968.00,112.75,0.104,-112.00,13.00,282,173.38,35.34931333,-117.82315167,11,6,22,48,27.80,341556,7383,-63
32.80,-3.574219,0.00,7475.00,5866.00,7945.00,110.16,0.101,-110.00,6.00,315,176.88,35.34931667,-117.82315833,11,6,22,48,28.00,341576,7366,-62
33.00,-1.792969,0.00,7475.00,5842.00,7921.00,113.53,0.105,-113.00,11.00,153,174.44,35.34931667,-117.82316167,11,6,22,48,28.20,341596,7348,-64
33.20,-1.554688,0.00,7475.00,5819.00,7898.00,118.38,0.109,-117.00,18.00,159,171.25,35.34931000,-117.82316000,11,6,22,48,28.40,341616,7329,-66
33.40,-1.554688,0.00,7475.00,5794.00,7873.00,119.44,0.110,-117.00,24.00,155,168.41,35.34930000,-117.82315667,11,6,22,48,28.60,341636,7308,-65
33.60,-2.210938,0.00,7475.00,5770.00,7849.00,123.69,0.114,-120.00,30.00,167,165.96,35.34928667,-117.82315333,11,6,22,48,28.80,341656,7288,-65
33.80,-2.148438,0.00,7475.00,5746.00,7825.00,118.30,0.109,-113.00,35.00,180,162.79,35.34927000,-117.82315167,11,6,22,48,29.00,341676,7268,-65
34.00,-1.199219,0.00,7475.00,5722.00,7801.00,122.38,0.113,-113.00,47.00,180,157.42,35.34924833,-117.82315500,11,6,22,48,29.20,341696,7248,-68
34.20,-2.089844,0.00,7475.00,5699.00,7778.00,123.91,0.114,-112.00,53.00,179,154.68,35.34922000,-117.82315667,11,6,22,48,29.40,341716,7229,-67
34.40,-3.101562,0.00,7475.00,5676.00,7755.00,123.91,0.114,-112.00,53.00,184,154.68,35.34919333,-117.82316000,11,6,22,48,29.60,341736,7210,-69
34.60,-3.160156,0.00,7475.00,5653.00,7732.00,120.83,0.111,-110.00,50.00,201,155.56,35.34916667,-117.82316833,11,6,22,48,29.80,341756,7193,-70
34.80,-2.445312,0.00,7475.00,5631.00,7710.00,119.47,0.110,-105.00,57.00,211,151.50,35.34914167,-117.82318500,11,6,22,48,30.00,341776,7177,-66
35.00,-3.101562,0.00,7475.00,5609.00,7688.00,117.66,0.108,-100.00,62.00,219,148.20,35.34911500,-117.82320833,11,6,22,48,30.20,341796,7163,-65
35.20,-2.445312,0.00,7475.00,5588.00,7667.00,123.55,0.114,-108.00,60.00,229,150.95,35.34909167,-117.82323833,11,6,22,48,30.40,341816,7151,-64
35.40,-3.335938,0.00,7475.00,5565.00,7644.00,123.86,0.114,-115.00,46.00,238,158.20,35.34907500,-117.82326833,11,6,22,48,30.60,341836,7138,-65
35.60,-2.089844,0.00,7475.00,5542.00,7621.00,117.32,0.108,-111.00,38.00,247,161.10,35.34906500,-117.82329333,11,6,22,48,30.80,341856,7124,-65
35.80,-3.335938,0.00,7475.00,5519.00,7598.00,114.02,0.105,-110.00,30.00,271,164.74,35.34906167,-117.82331500,11,6,22,48,31.00,341876,7110,-66
36.00,-2.148438,0.00,7475.00,5496.00,7575.00,111.99,0.103,-110.00,21.00,289,169.19,35.34906333,-117.82333333,11,6,22,48,31.20,341896,7096,-65
36.20,-3.929688,0.00,7475.00,5474.00,7553.00,105.48,0.097,-105.00,10.00,296,174.56,35.34906667,-117.82334333,11,6,22,48,31.40,341916,7081,-66
36.40,-2.507812,0.00,7475.00,5452.00,7531.00,106.08,0.098,-106.00,4.00,68,177.84,35.34907000,-117.82334667,11,6,22,48,31.60,341936,7064,-65
36.60,-2.863281,0.00,7475.00,5431.00,7510.00,105.93,0.097,-105.00,14.00,109,172.41,35.34907000,-117.82334167,11,6,22,48,31.80,341956,7047,-65
36.80,-2.148438,0.00,7475.00,5409.00,7488.00,108.85,0.100,-107.00,20.00,118,169.41,35.34906667,-117.82333333,11,6,22,48,32.00,341976,7029,-66
37.00,-1.675781,0.00,7475.00,5388.00,7467.00,109.11,0.100,-104.00,33.00,155,162.40,35.34905500,-117.82332333,11,6,22,48,32.20,341996,7010,-67
37.20,0.105469,0.00,7475.00,5367.00,7446.00,106.32,0.098,-102.00,30.00,167,163.61,35.34904000,-117.82331667,11,6,22,48,32.40,342016,6992,-69
37.40,-0.785156,0.00,7475.00,5346.00,7425.00,105.36,0.097,-101.00,30.00,157,163.46,35.34902500,-117.82331167,11,6,22,48,32.60,342036,6974,-69
37.60,-1.082031,0.00,7475.00,5324.00,7403.00,124.23,0.114,-115.00,47.00,155,157.77,35.34900667,-117.82330000,11,6,22,48,32.80,342056,6954,-64
37.80,-1.437500,0.00,7475.00,5301.00,7380.00,115.69,0.106,-107.00,44.00,158,157.65,35.34898333,-117.82328833,11,6,22,48,33.00,342076,6934,-65
38.00,-3.753906,0.00,7475.00,5280.00,7359.00,115.69,0.106,-107.00,44.00,154,157.65,35.34896167,-117.82327667,11,6,22,48,33.20,342096,6915,-68
38.20,-2.566406,0.00,7475.00,5259.00,7338.00,119.20,0.110,-103.00,60.00,175,149.78,35.34893500,-117.82326833,11,6,22,48,33.40,342116,6896,-70
38.40,-1.851562,0.00,7475.00,5239.00,7318.00,110.48,0.102,-98.00,51.00,184,152.51,35.34890500,-117.82326833,11,6,22,48,33.60,342136,6879,-66
38.60,-3.398438,0.00,7475.00,5219.00,7298.00,106.89,0.098,-95.00,49.00,187,152.72,35.34887667,-117.82327167,11,6,22,48,33.80,342156,6864,-65
38.80,-2.031250,0.00,7475.00,5199.00,7278.00,115.39,0.106,-104.00,50.00,196,154.32,35.34885167,-117.82328000,11,6,22,48,34.00,342176,6849,-63
39.00,-1.257812,0.00,7475.00,5177.00,7256.00,124.91,0.115,-109.00,61.00,197,150.77,35.34882167,-117.82329167,11,6,22,48,34.20,342196,6834,-71
39.20,-3.992188,0.00,7475.00,5155.00,7234.00,126.25,0.116,-107.00,67.00,192,147.95,35.34878833,-117.82330333,11,6,22,48,34.40,342216,6818,-64
39.40,-3.218750,0.00,7475.00,5132.00,7211.00,130.14,0.120,-116.00,59.00,174,153.04,35.34875333,-117.82330667,11,6,22,48,34.60,342236,6800,-63
39.60,-3.632812,0.00,7475.00,5108.00,7187.00,123.97,0.114,-118.00,38.00,179,162.15,35.34872833,-117.82330333,11,6,22,48,34.80,342256,6780,-65
39.80,-2.507812,0.00,7475.00,5085.00,7164.00,117.72,0.108,-113.00,33.00,215,163.72,35.34871000,-117.82331000,11,6,22,48,35.00,342276,6763,-65
40.00,-2.089844,0.00,7475.00,5063.00,7142.00,111.00,0.102,-105.00,36.00,205,161.08,35.34869333,-117.82332167,11,6,22,48,35.20,342296,6749,-67
40.20,-1.734375,0.00,7475.00,5042.00,7121.00,103.82,0.095,-97.00,37.00,204,159.12,35.34867500,-117.82333167,11,6,22,48,35.40,342316,6734,-65
40.40,-1.617188,0.00,7475.00,5022.00,7101.00,106.62,0.098,-98.00,42.00,211,156.80,35.34865667,-117.82334500,11,6,22,48,35.60,342336,6721,-65
40.60,-2.089844,0.00,7475.00,5001.00,7080.00,115.17,0.106,-108.00,40.00,218,159.68,35.34863833,-117.82336167,11,6,22,48,35.80,342356,6708,-64
40.80,-3.632812,0.00,7475.00,4979.00,7058.00,118.96,0.109,-114.00,34.00,220,163.39,35.34862333,-117.82337833,11,6,22,48,36.00,342376,6694,-66
41.00,-2.031250,0.00,7475.00,4956.00,7035.00,112.29,0.103,-111.00,17.00,162,171.29,35.34861167,-117.82338333,11,6,22,48,36.20,342396,6678,-65
41.20,-1.199219,0.00,7475.00,4934.00,7013.00,104.92,0.096,-103.00,20.00,165,169.01,35.34860167,-117.82338000,11,6,22,48,36.40,342416,6660,-68
41.40,-2.566406,0.00,7475.00,4913.00,6992.00,109.90,0.101,-106.00,29.00,151,164.70,35.34859000,-117.82337333,11,6,22,48,36.60,342436,6643,-64
41.60,-3.457031,0.00,7475.00,4891.00,6970.00,121.81,0.112,-119.00,26.00,144,167.68,35.34857833,-117.82336500,11,6,22,48,36.80,342456,6625,-69
41.80,-1.378906,0.00,7475.00,4866.00,6945.00,129.44,0.119,-127.00,25.00,186,168.86,35.34856500,-117.82336000,11,6,22,48,37.00,342476,6605,-65
42.00,-1.914062,0.00,7475.00,4841.00,6920.00,119.24,0.109,-117.00,23.00,183,168.88,35.34855167,-117.82336167,11,6,22,48,37.20,342496,6586,-65
42.20,-0.902344,0.00,7475.00,4818.00,6897.00,114.27,0.105,-113.00,17.00,185,171.44,35.34854167,-117.82336333,11,6,22,48,37.40,342516,6569,-64
42.40,-0.902344,0.00,7475.00,4794.00,6873.00,123.04,0.113,-122.00,16.00,179,172.53,35.34853333,-117.82336333,11,6,22,48,37.60,342536,6551,-65
42.60,-1.792969,0.00,7475.00,4769.00,6848.00,124.78,0.114,-123.00,21.00,177,170.31,35.34852333,-117.82336333,11,6,22,48,37.80,342556,6533,-65
